"Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","Processing_Date","Col_Location_Lat","Col_Location_Long","site","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_2","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2.1","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments"
"FC-6-2020","FC-20-6","FC-6-20","FC-20-6","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.39,48.2,NA,8.3,NA,14.6,NA,5,32.5,"M","0.056","2-C5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232,"2-B9 ","Y","Y","bad scales","Y","Y",0.026,0.6,"0.4",0.3,0.5,0.6,0.5,0.4,0.6,"","1/10/2021",105.7,"1/14/2021",22.8,0.7843,0.2157,NA,"2/10/2021",4,0.4718,923.3249,21.1345,4.558813623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"FC-7-2020","FC-20-7","FC-7-20","FC-20-7","7/31/2020","9/29/2020",63.09558659,-145.452777,"FC",2.59,48.8,NA,8.3,NA,13.4,NA,5.6,32.1,"M","0.044","Fin well ID: 25 (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.386,"2-G1 (one missing)","N","Y","4","Y","Y",0.024,0.3,"0.8",0.3,0.8,0.3,0.4,0.4,0.3,"","1/10/2021",115.5,"1/14/2021",25.8,0.7766,0.2234,NA,"2/10/2021",2,0.2739,955.4635,21.5977,4.824421299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"FC-8-2020","FC-20-8","FC-8-20","FC-20-8","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.708,50.8,NA,8.8,NA,14.5,NA,5.4,33.5,"","0.044","2-C8 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.538,"2-B12 ","Y","Y","5","Y","Y",0.024,0.5,"0.5",0.5,0.5,0.7,0.6,0.7,0.6,"","1/10/2021",112.3,"1/14/2021",25.2,0.7756,0.2244,NA,"2/10/2021",4,0.3175,923.3249,22.2745,4.998373998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"FC-9-2020","FC-20-9","FC-9-20","FC-20-9","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.662,48.6,NA,8.9,NA,14.8,NA,5.3,34,"M","0.052","2-C7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.432,"2-B11 ","N","Y","5","Y","Y",0.026,0.3,"0.4",0.4,0.5,0.4,0.5,0.5,0.5,"","1/10/2021",141.1,"1/14/2021",28.3,0.7994,0.2006,NA,"2/10/2021",2,0.2875,955.4635,21.9455,4.401542523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"FC-10-2020","FC-20-10","FC-10-20","FC-20-10","7/31/2020","9/24/2020",63.09558659,-145.452777,"FC",2.392,47.6,NA,8.3,NA,13.8,NA,5.2,32,"M","0.066","2-D3 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,"2-C3 ","Y","Y","","Y","Y",0.03,0.7,"0.7",0.6,0.6,0.5,0.8,0.6,0.6,"","1/10/2021",115.2,"1/14/2021",29.4,0.7448,0.2552,NA,"2/10/2021",4,0.348,923.3249,21.5555,5.501143229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-1-2020","See 2021 data","","","","",NA,NA,"GH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-2-2020","GH2-20-2","GH2-2-20","GH2-20-2","9/8/2020","9/23/2020",63.06732669,-145.5138318,"GH",2.45,49,NA,8.2,NA,12.8,NA,5.7,32.4,"M","0.07","2-B2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.232,"2-A10 ","Y","Y","6","Y","Y",0.036,0.7,"0.6",0.4,0.7,0.4,0.7,0.4,0.5,"","1/15/2021",75.2,"1/21/2021",16.2,0.7846,0.2154,NA,"2/16/2021",4,0.3792,923.3249,20.9377,4.51051516,2,0.4191,955.4635,21.6538,4.664781383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-3-2020","See 2021 data","","","","",NA,NA,"GH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-4-2020","See 2021 data","","","","",NA,NA,"GH",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-5-2020","GH2-20-5","GH2-5-20","GH2-20-5","9/8/2020","9/23/2020",63.06732669,-145.5138318,"GH",1.666,41.8,NA,7.3,NA,10.8,NA,5,27,"M","0.05","2-A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.494,"2-A8 (NO OTOS)","N","Y","2 bad scales","Y","Y",0.024,0.4,"0.6",0.7,0.7,0.7,1.1,0.7,0.6,"","1/15/2021",139.3,"1/21/2021",30.6,0.7803,0.2197,NA,"2/16/2021",4,0.3504,923.3249,21.4158,4.70440402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-6-2020","GH2-20-6","GH2-6-20","GH2-20-6","9/8/2020","9/28/2020",63.06732669,-145.5138318,"GH",1.608,45.6,NA,4.6,NA,11,NA,4.2,26.6,"F","0.3","Fin well ID: 4(2)",10,0.8572,NA,NA,NA,NA,4.9,NA,NA,1.24,"2-E4","Y","Y","4","Y","Y",0.078,0.3,"0.5",0.5,0.7,0.4,0.6,2.4,0.5,"","1/15/2021",79.3,"1/21/2021",17.9,0.7743,0.2257,NA,"2/16/2021",2,0.4163,955.4635,20.5785,4.645083859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-7-2020","GH2-20-7","GH2-7-20","GH2-20-7","9/8/2020","9/26/2020",63.06732669,-145.5138318,"GH",1.822,47.3,NA,5.2,NA,11.4,NA,4.7,25.9,"F","0.142","N/A",10,0.7874,NA,NA,NA,NA,5.1,NA,NA,2.65,"2-C11","Y","Y","5","Y","Y",0.068,0.7,"0.7",0.4,0.5,0.4,0.5,0.4,0.6,"","1/15/2021",109.6,"1/20/2021",23.1,0.7892,0.2108,NA,"2/16/2021",4,0.3837,923.3249,20.0141,4.218300274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-8-2020","GH2-20-8","GH2-8-20","GH2-20-8","9/8/2020","9/26/2020",63.06732669,-145.5138318,"GH",1.47,45.7,NA,4.6,NA,9.8,NA,4.1,24,"F","0.04","fin well id:34, partial spawner",10,0.9769,NA,NA,NA,NA,5.2,NA,NA,1.348,"2-C10 (1 OTO)","Y","","","Y","Y",0.036,1,"0.6",0.5,0.5,0.6,0.4,0.6,0.6,"partial spawner","1/15/2021",110.5,"1/21/2021",22.7,0.7946,0.2054,NA,"2/16/2021",2,0.3141,955.4635,21.2779,4.371116109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-9-2020","GH2-20-9","GH2-9-20","GH2-20-9","9/8/2020","9/26/2020",63.06732669,-145.5138318,"GH",1.928,47,NA,5.1,NA,11.7,NA,4.9,27.1,"F","0.26","fin well id: 38",10,0.738,NA,NA,NA,NA,5.1,NA,NA,1.548,"2-D2, one missing","Y","Y","6","Y","Y",0.074,0.7,"0.5",0.5,0.6,0.5,0.7,0.6,0.8,"","1/15/2021",82.5,"1/21/2021",19.4,0.7648,0.2352,NA,"2/16/2021",4,0.3602,923.3249,20.0948,4.725322667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"GH2-10-2020","GH2-20-10","GH2-10-20","GH2-20-10","9/8/2020","9/28/2020",63.06732669,-145.5138318,"GH",1.602,45.2,NA,4.8,NA,10.6,NA,4,26.5,"F","0.222","fin well id: 6",10,0.666,NA,NA,NA,NA,4.3,NA,NA,2.458,"2-E6 ","Y","Y","6","Y","Y",0.034,1.5,"0.5",0.8,0.6,0.7,0.5,0.8,0.5,"","1/15/2021",78.9,"1/21/2021",16.9,0.7858,0.2142,NA,"2/16/2021",2,0.3518,955.4635,21.4286,4.589902915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-1-2020","MA-20-1","MA-1-20","MA-20-1","8/10/2020","9/24/2020",61.73588,-145.72941806,"MA",2.53,44.6,NA,7.9,NA,17.6,NA,4.4,39.4,"M","0.05","2-B8 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.288,"1-B4","N","Y","bad scales","Y","Y",0.024,0.5,"0.3",0.5,0.4,0.5,0.5,0.7,0.6,"","1/5/2021",121.1,"1/9/2021",26.8,0.7787,0.2213,NA,"2/18/2021",4,0.4585,923.3249,19.9867,4.423150784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-2-2020","MA-20-2","MA-2-20","MA-20-2","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",2.448,47.3,NA,8.4,NA,15.5,NA,3.8,34.7,"M","0.04","Fin clip 28 (2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.256,"2-G4 ","N","Y","6","Y","Y",0.018,0.3,"0.3",0.4,0.4,0.4,0.4,0.4,0.4,"","1/5/2021",116.9,"1/9/2021",23.8,0.7964,0.2036,NA,"2/18/2021",2,0.4247,955.4635,19.9238,4.056342515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-3-2020","MA-20-3","MA-3-20","MA-20-3","8/10/2020","9/26/2020",61.73588,-145.72941806,"MA",1.186,42.6,NA,4.3,NA,10,NA,3.8,23,"F","N/A","Fin clip 44",NA,NA,NA,NA,NA,NA,5.8,NA,NA,1.1,"2-D8","N","Y","5","Y","N",NA,0.4,"0.4",0.5,0.5,0.4,0.4,0.3,0.8,"","1/5/2021",128,"1/9/2021",24.5,0.8086,0.1914,NA,"2/18/2021",4,0.4206,923.3249,19.4928,3.73104375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-4-2020","MA-20-4","MA-4-20","MA-20-4","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",1.682,43.5,NA,4.8,NA,11.9,NA,4.5,27,"F","0.034","Fin clip 20 (2)",10,1.2747,NA,NA,NA,NA,6,NA,NA,1.514,"2-F8","N","Y","5","Y","Y",0.034,0.5,"0.4",0.7,0.6,0.4,0.5,0.6,0.5,"","1/5/2020",102.5,"1/9/2021",21.8,0.7873,0.2127,NA,"2/18/2021",2,0.4142,955.4635,22.2347,4.728941073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-5-2020","MA-20-5","MA-5-20","MA-20-5","8/10/2020","9/26/2020",61.73588,-145.72941806,"MA",1.132,42.4,NA,4.2,NA,10.6,NA,3.5,NA,"F",",006","Fin clip 43, post-spawn",10,0.8801,NA,NA,NA,NA,5.5,NA,NA,1.042,"2-D7, one missing","N","Y","7","Y","N",NA,0.5,"0.4",0.4,0.4,0.4,0.4,1.1,0.5,"","1/5/2021",144.9,"1/9/2021",27.9,0.8075,0.1925,NA,"2/18/2021",4,0.3775,923.3249,17.1082,3.294125466,2,0.2947,955.4635,20.0857,3.867432919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-6-2020","MA-20-6","MA-6-20","MA-20-6","8/10/2020","9/26/2020",61.73588,-145.72941806,"MA",2.112,44.8,NA,7.7,NA,14.6,NA,4.6,34,"M","0.038","fin well id:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.896,"2-D4 ","N","Y","6","Y","Y",0.018,0.3,"0.3",0.3,0.4,0.3,0.4,0.3,0.5,"","1/5/2021",94.3,"1/9/2021",18.3,0.8059,0.1941,NA,"2/18/2021",4,0.4246,923.3249,19.3812,3.761144857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-7-2020","MA-20-7","MA-7-20","MA-20-7","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",1.406,43.2,NA,5.3,NA,11,NA,4,25.7,"F","0.004","Fin clip 29 (2)",NA,NA,NA,NA,NA,NA,6.4,NA,NA,1.342,"2-G5 ","NO READ","Y","4","Y","Y",0.004,0.3,"0.3",0.3,0.3,0.3,0.4,0.4,0.6,"","1/5/2021",116.5,"1/9/2021",23.4,0.7991,0.2009,NA,"2/18/2021",2,0.3061,955.4635,20.6622,4.150175794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-8-2020","MA-20-8","MA-8-20","MA-20-8","8/10/2020","9/24/2020",61.73588,-145.72941806,"MA",2.362,45.6,NA,8.6,NA,15.6,NA,4.9,35.8,"M","0.036","2-C2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.162,"2-B6  ","N","Y","5","Y","Y",0.02,0.5,"0.4",0.4,0.4,0.6,0.5,0.4,0.5,"","1/5/2021",142,"1/9/2021",31.6,0.7775,0.2225,NA,"2/18/2021",4,0.3808,923.3249,17.703,3.939540845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-9-2020","MA-20-9","MA-9-20","MA-20-9","8/10/2020","9/29/2020",61.73588,-145.72941806,"MA",1.748,44.5,NA,4.5,NA,13.4,NA,4.2,29.6,"F","0.196","Fin clip 24(2)",10,1.0853,NA,NA,NA,NA,5.7,NA,NA,2.578,"2-F12","N","Y","5","Y","Y",0.062,0.4,"0.3",0.7,0.5,0.4,0.4,0.5,0.4,"","1/5/2021",137.1,"1/9/2021",26,0.8104,0.1896,NA,"2/18/2021",2,0.4272,955.4635,20.9315,3.969504012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"MA-10-2020","MA-20-10","MA-10-20","MA-20-10","8/10/2020","9/24/2020",61.73588,-145.72941806,"MA",2.472,49.4,NA,9.2,NA,15.8,NA,5,34.3,"M","0.008","2-D2 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.264,"2-C2 one missing oto","N","Y","","Y","Y",0.002,0.3,"0.4",0.3,0.4,0.4,0.4,0.6,0.4,"","1/5/2021",138.8,"1/9/2021",25.4,0.817,0.183,NA,"2/18/2021",4,0.4258,923.3249,18.8246,3.44484755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-1-2020","SA-20-1","SA-1-20","SA-20-1","8/11/2020","9/24/2020",61.73588,-145.72941806,"SA",1.95,45,NA,7.6,NA,14.8,NA,4.2,32.7,"","0.012","2-C4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.804,"2-B8 ","N","Y","","Y","Y",0.008,NA,"",NA,NA,NA,NA,NA,NA,"","1/23/2021",125.8,"1/28/2021",24.3,0.8068,0.1932,NA,"2/23/2021",2,0.3022,955.4635,20.365,3.933779809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-2-2020","SA-20-2","SA-2-20","SA-20-2","8/11/2020","9/24/2020",61.73953006,-145.96851937,"SA",1.926,44.9,NA,7.8,NA,15.3,NA,4.5,NA,"M","0.016","2-D4 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.798,"2-C4 ","N","","","Y","Y",0.006,0.3,"0.6",0.5,0.4,0.5,0.4,0.7,0.6,"","1/23/2020",85.5,"1/28/2021",15.2,0.8222,0.1778,NA,"2/23/2021",4,0.3158,923.3249,19.5469,3.475004444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-3-2020","SA-20-3","SA-3-20","SA-20-3","8/11/2020","9/24/2020",61.73953006,-145.96851937,"SA",1.688,47.7,NA,6.1,NA,12.4,NA,4,26.6,"M","0.016","2-D1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,"2-C1","N","Y","","Y","Y",0.008,0.3,"0.3",0.4,0.4,0.3,0.6,0.5,0.4,"","1/23/2021",105.5,"1/28/2021",21.7,0.7943,0.2057,NA,"2/23/2021",2,0.4868,955.4635,17.9294,3.687848152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-4-2020","SA-20-4","SA-4-20","SA-20-4","8/10/2020","9/29/2020",61.73953006,-145.96851937,"SA",1.482,43.9,NA,4.7,NA,10.6,NA,3.9,24.1,"F","N/A","Fin clip: 23(2), post spawn, no eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406,"2-F11","N","Y","5","Y","N",NA,0.4,"0.4",0.3,0.5,0.7,0.5,0.3,0.4,"post spawn, no eggs","1/23/2021",78.3,"1/28/2021",14.5,0.8148,0.1852,NA,"2/23/2021",4,0.3226,923.3249,20.2953,3.758388889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-5-2020","SA-20-5","SA-5-20","SA-20-5","8/11/2020","9/29/2020",61.73953006,-145.96851937,"SA",1.33,41.7,NA,5.5,NA,10.4,NA,3.7,25.4,"F","N/A","Fin clip 18(2), post-spawn, just one egg",1,NA,NA,NA,NA,NA,5.8,NA,NA,1.244,"2-F6","N","Y","6","Y","N",NA,0.8,"0.4",0.5,0.5,0.4,0.5,0.4,0.5,"post-spawn, just one egg","1/23/2021",75.1,"1/28/2021",14.2,0.8109,0.1891,NA,"2/23/2021",2,0.2672,955.4635,20.4194,3.860925166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-6-2020","SA-20-6","SA-6-20","SA-20-6","8/11/2020","9/29/2020",61.73953006,-145.96851937,"SA",1.534,43.4,NA,4.4,NA,11.7,NA,4.7,27,"F","0.012","Fin clip 27",1,NA,NA,NA,NA,NA,5.7,NA,NA,1.446,"2-G3","N","Y","5","Y","Y",0.012,0.5,"0.7",0.4,0.5,0.4,0.5,0.4,0.5,"","1/23/2021",79.9,"1/28/2021",16.5,0.7935,0.2065,NA,"2/23/2021",4,0.3644,923.3249,21.0183,4.340449937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-7-2020","SA-20-7","SA-7-20","SA-20-7","8/11/2020","9/24/2020",61.73953006,-145.96851937,"SA",2.24,46.9,NA,8.5,NA,15.8,NA,4.9,35,"M","0.03","2-D6 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,"2-C6 ","N","Y","bad scales","Y","Y",0.016,0.3,"0.3",0.3,0.7,0.8,0.3,0.5,0.4,"","1/23/2021",104.2,"1/28/2021",20.3,0.8052,0.1948,NA,"2/23/2021",2,0.3927,955.4635,18.2457,3.554584549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-8-2020","SA-20-8","SA-8-20","SA-20-8","8/11/2020","9/26/2020",61.73953006,-145.96851937,"SA",1.536,44.4,NA,5.3,NA,10.6,NA,4.2,26.2,"F","N/A","Fin clip, 45 only one single egg, post-spawn",NA,NA,NA,NA,NA,NA,5.75,NA,NA,1.392,"2-D9","N","Y","5","Y","N",NA,0.3,"0.4",0.3,0.4,0.5,0.5,0.8,0.6,"only one single egg, post-spawn","1/23/2021",130,"1/28/2021",24.8,0.8092,0.1908,NA,"2/23/2021",4,0.339,923.3249,21.0664,4.018820923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-9-2020","SA-20-9","SA-9-20","SA-20-9","8/11/2020","9/28/2020",61.73953006,-145.96851937,"SA",1.208,42.9,NA,4.5,NA,9.9,NA,3.4,23.5,"F","N/A","Fin clip 14(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.106,"2-F2 one missing","N","Y","6","Y","N",NA,0.3,"0.3",0.3,0.3,0.3,0.4,0.4,0.4,"","1/23/2021",73.4,"1/28/2021",14.7,0.7997,0.2003,NA,"2/23/2021",2,0.4245,955.4635,20.7708,4.159819619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"SA-10-2020","SA-20-10","SA-10-20","SA-20-10","8/11/2020","9/24/2020",61.73953006,-145.96851937,"SA",1.982,44,NA,7.3,NA,14.9,NA,4.8,33,"M","0.046","2-C6 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77,"2-B10","N","Y","5","Y","Y",0.026,0.4,"0.4",0.3,0.4,0.4,0.4,0.3,0.4,"","1/23/2021",92.2,"1/28/2021",18.7,0.7972,0.2028,NA,"2/23/2021",4,0.5074,923.3249,20.6418,4.18656898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"CL-1-2020","CL-20-1","CL-1-20","CL-20-1","9/10/2020","9/29/2020",62.42724893,-143.4817789,"CL",0.916,40.1,NA,4,NA,9.1,NA,3.3,22.2,"F","N/A","Fin clip 26. Post spawn, no eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.878,"2-G2 ","N","Y","6","Y","N",NA,NA,"",NA,NA,NA,NA,NA,NA,"Post spawn, no eggs","1/23/2021",62.1,"1/28/2021",12,0.8068,0.1932,NA,"2/23/2021",2,0.3607,955.4635,17.2754,3.338241546,4,0.2931,923.3249,16.3833,3.165855072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-1-2020","LL-20-1","LL-1-20","LL-20-1","8/31/2020","9/23/2020",61.37920879,-143.30712995,"LL",2.61,50.4,NA,8.4,NA,12.3,NA,6.2,31,"M","0.046","2-A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,"2-A1","N","Y","5","Y","Y",0.026,NA,"",NA,NA,NA,NA,NA,NA,"","1/15/2021",125.3,"1/21/2021",30.9,0.7534,0.2466,NA,"2/25/2021",2,0.3648,923.3249,23.1414,5.706857622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-2-2020","LL-20-2","LL-2-20","LL-20-2","8/31/2020","9/26/2020",61.37920879,-143.30712995,"LL",1.732,44.2,NA,4.7,NA,11.1,NA,5.5,27.3,"F","0.19","Fin clip 36",NA,NA,NA,NA,NA,NA,5.1,NA,NA,1.464,"2-C12 one missing","N","Y","6","Y","Y",0.096,0.7,"0.7",0.8,0.7,1,0.7,0.9,0.7,"","1/15/2021",120,"1/21/2021",29.9,0.7508,0.2492,NA,"2/25/2021",4,0.4181,923.3249,22.0032,5.482464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-3-2020","LL-20-3","LL-3-20","LL-20-3","8/31/2020","9/23/2020",61.37920879,-143.30712995,"LL",2.246,48,NA,6.9,NA,11.2,NA,5.8,29,"M","0.054","2-A4 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076,"2-A4 ","N","Y","6","Y","Y",0.026,0.7,"0.7",0.7,0.8,1,0.8,0.6,0.6,"","1/15/2021",146.1,"1/21/2021",36.2,0.7522,0.2478,NA,"2/25/2021",2,0.3852,955.4635,23.2672,5.765042026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-4-2020","LL-20-4","LL-4-20","LL-20-4","8/31/2020","9/26/2020",61.37920879,-143.30712995,"LL",2.518,48.9,NA,7.8,NA,12,NA,5.5,29.6,"M","0.068","Fin clip 42",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.318,"2-D6","N","Y","4","Y","Y",0.034,1.2,"0.6",1.6,0.7,0.7,0.7,0.7,0.5,"","1/15/2021",139,"1/21/2021",33.7,0.7576,0.2424,NA,"2/25/2021",2,0.3714,955.4635,23.2971,5.648289712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-5-2020","LL-20-5","LL-5-20","LL-20-5","8/31/2020","9/23/2020",61.37920879,-143.30712995,"LL",2.228,46.1,NA,6.3,NA,11.5,NA,6.5,32,"M","0.04","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032,"2-A3 ","N","Y","5","Y","Y",0.022,1.3,"2.1",0.9,1.3,1.2,1.4,1,0.8,"","1/15/2021",122,"1/21/2021",34.6,0.7164,0.2836,NA,"2/25/2021",4,0.3548,923.3249,24.2427,6.875388689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"LL-6-2020","LL-20-6","LL-6-20","LL-20-6","8/31/2020","9/26/2020",61.37920879,-143.30712995,"LL",2.28,47.5,NA,6.3,NA,11.4,NA,6.2,29.6,"M","0.054","Fin clip 31",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.096,"2-C7 one missing","N","Y","5","Y","Y",0.03,2.1,"1.2",1.4,1.2,0.8,1.1,1.4,1.1,"","1/15/2021",113.9,"1/21/2021",36.1,0.6831,0.3169,NA,"2/25/2021",2,0.3212,955.4635,25.6287,8.122880334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
