"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","Processing_Date","Col_Location_Lat","Col_Location_Long","site","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_2","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2.1","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments"
"133","SA-1-2019","SA1-2019","SA-1-19","SA1","8/20/2019","9/3/2019",61.73953006,-145.96851937,"SA",0.978,40.4,41,3,3.8,9.6,9.7,3.7,22.8,"F",NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.932,"2-C10","N","Y",5,"Y","N",NA,0.6,0.4,0.4,0.5,0.5,0.5,0.4,0.4,"POST SPAWNER, NO EGGS","12/18/2019",51.3,"12/31/2019",10.3,"0.7992","0.2008","","2/5/2020",2,0.3134,923.1981,20.4384,4.103616374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"134","SA-2-2019","SA2-2019","SA-2-19","SA2","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.096,43.4,43.6,4,4.6,8.8,9.2,4.3,21.5,"F",NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.018,"2-B12","N","Y",5,"Y","N",NA,0.6,0.6,0.8,0.5,0.8,0.7,0.5,0.5,"POST SPAWNER, SKEINS ARE EMPTY, LARGE TUMOR ATTACHED TO ANTERIOR END OF SWIN BLADDER","12/18/2019",125.1,"12/31/2019",26.5,"0.7882","0.2118","","2/5/2020",4,0.2448,923.3249,19.656,4.163741007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"135","SA-3-2019","SA3-2019","SA-3-19","SA3","8/20/2019","9/3/2019",61.73953006,-145.96851937,"SA",1.406,46.1,46.8,3.9,4.2,10.6,10.1,5.4,24.9,"F",NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.328,"2-D5","N","Y",5,"Y","N",NA,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.4,"POST SPAWNER, NO EGGS. ONLY FOUND 1 OTOLITH","12/18/2019",89.4,"12/31/2019",17.1,"0.8087","0.1913","","2/5/2020",2,0.3659,923.1981,20.7438,3.967773826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"136","SA-4-2019","SA4-2019","SA-4-19","SA4","8/20/2019","9/3/2019",61.73953006,-145.96851937,"SA",2.568,46.4,47.5,8.3,8.6,15.1,15.7,6.2,35.2,"M",0.05,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.348,"2-D3","N","Y",5,"Y","Y",0.026,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.5,"","12/18/2019",130.9,"12/31/2019",28.4,"0.7830","0.2170","","2/6/2020",4,0.1791,923.3249,19.7205,4.278550038,2,0.2765,923.1981,20.6741,4.485442628,4,0.3136,923.3249,20.062,4.352641711,NA,NA,NA,NA,NA,""
"137","SA-5-2019","SA5-2019","SA-5-19","SA5","8/20/2019","9/4/2019",61.73953006,-145.96851937,"SA",2.384,48.8,48.5,7.3,6.9,14.7,15.2,6.3,35.1,"M",0.046,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.168,"2-E8","N","Y",5,"Y","Y",0.024,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"can't find sample","",NA,"",NA,"#DIV/0!","#DIV/0!","CAN'T FIND SAMPLE","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"138","SA-6-2019","SA6-2019","SA-6-19","SA6","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.406,42.1,43.4,4.1,4.2,12.3,11.6,4.8,27.5,"F",NA,"N/A",24,3.2682,NA,NA,NA,NA,5.6,NA,NA,1.168,"2-C4","N","Y",5,"Y","N",NA,0.6,0.7,0.7,0.4,0.5,0.5,0.7,0.5,"SKEINS NOT IN TACT, LOOSE EGGS IN PLASTIC BAG AND THROUGHOUT ABDOMEN. TOOK ONE SUBSAMPLE.","12/18/2019",88,"12/31/2019",19.2,"0.7818","0.2182","","2/6/2020",2,0.2842,923.1981,19.6437,4.285898182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"139","SA-7-2019","SA7-2019","SA-7-19","SA7","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.786,43.8,46.2,7,6.1,12.3,12,5.6,28,"M",0.07,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.598,"2-C7","N","Y",5,"Y","Y",0.038,0.7,0.8,0.7,0.8,0.7,0.8,0.8,0.7,"","12/18/2019",123.2,"12/31/2019",29,"0.7646","0.2354","","2/6/2020",4,0.2716,923.3249,22.2772,5.243821429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"140","SA-8-2019","SA8-2019","SA-8-19","SA8","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.882,43.7,44.3,6.8,7.1,13.8,14.3,6,34.1,"M",0.072,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.734,"2-B10","N","Y",5,"Y","Y",0.03,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.6,"","12/18/2019",112.4,"12/31/2019",19.9,"0.8230","0.1770","","2/6/2020",2,0.3699,923.1981,20.8056,3.683553737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"141","SA-9-2019","SA9-2019","SA-9-19","SA9","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.434,NA,NA,NA,NA,NA,NA,NA,NA,"M",0.042,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.326,"2-C1","N","Y",NA,"Y","Y",0.014,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.5,"","12/18/2019",159.1,"12/31/2019",30.7,"0.8070","0.1930","","2/6/2020",4,0.3289,23.3249,20.369,3.930410434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"142","SA-10-2019","SA10-2019","SA-10-19","SA10","8/20/2019","9/1/2019",61.73953006,-145.96851937,"SA",1.998,46.3,48.7,4.5,4.9,12.8,13,6.3,30.5,"F",NA,"N/A",39,5.2551,NA,NA,NA,NA,5.6,NA,NA,1.632,"2-B11","N","Y",NA,"Y","N",NA,0.8,0.4,0.8,0.8,0.5,0.8,0.5,0.6,"SKEIN RUPTURED IN ABDOMINAL CAVITY, LOOSE EGGS EVERYWHERE","12/18/2019",61.1,"12/31/2019",13.2,"0.7840","0.2160","","2/6/2020",2,0.304,923.1981,19.8186,4.281596072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"143","LL-1-2019","LL1-2019","LL-1-19","LL1","8/24/2019","9/4/2019",61.37920879,-143.30712995,"LL",2.348,47.1,48.6,5.4,6,12,12.1,7.1,30.3,"M",0.07,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.186,"2-E7","N","Y",5,"Y","Y",0.032,1.3,1.4,0.8,0.9,0.9,0.8,0.8,0.8,"FM IN FIELD 0.8, 0.8, 0.8, 0.7","12/18/2019",128.9,"12/31/2019",36.4,"0.7176","0.2824","","2/6/2020",4,0.4509,923.3249,24.4802,6.912950194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"144","LL-2-2019","LL2-2019","LL-2-19","LL2","8/24/2019","9/4/2019",61.37920879,-143.30712995,"LL",1.814,44.3,45.9,4.6,5.4,10.6,10.2,6.4,26.7,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.716,"2-E6","N","Y",5,"Y","Y",0.018,1,0.9,0.8,0.7,0.8,0.7,0.7,0.7,"FM IN FIELD 0.7, 0.7, 0.6, 0.6","12/18/2019",129.4,"12/31/2019",35.8,"0.7233","0.2767","","2/6/2020",2,0.41,923.1981,23.7683,6.575773879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"145","LL-3-2019","LL3-2019","LL-3-19","LL3","8/24/2019","",61.37920879,-143.30712995,"LL",2.312,47.5,49.3,6,6.7,12.1,12.2,6.9,30.2,"M",0.056,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.164,"2-D12","N","Y",NA,"Y","Y",0.026,1.1,1,0.9,0.8,0.7,0.8,0.7,0.8,"FM IN FIELD 0.7, 0.7, 0.6, 0.5","12/18/2019",164.8,"12/31/2019",42.4,"0.7427","0.2573","","2/6/2020",4,0.395,923.3249,24.0521,6.18816165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"146","LL-4-2019","LL4-2019","LL-4-19","LL4","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",2.276,46.2,47,5.8,6,12.8,12.1,6.6,31,"M",0.058,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.168,"2-D10","N","Y",5,"Y","Y",0.024,1,1.3,0.8,0.9,0.7,0.7,0.7,0.7,"FM IN FIELD 0.9, 0.8, 0.7, 0.6","12/18/2019",104.3,"12/31/2019",29.7,"0.7152","0.2848","","2/6/2020",2,0.3563,923.1981,24.0087,6.836609684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"147","LL-5-2019","LL5-2019","LL-5-19","LL5","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",2.31,48.2,49.7,5.6,5.8,11.8,11.4,6.6,29.4,"M",0.056,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.172,"2-D11","N","Y",5,"Y","Y",0.026,1.3,0.9,1.1,1,1.2,0.9,1,1.1,"FM IN FIELD 1.0, 0.8, 0.8, 0.7","12/18/2019",91.2,"12/31/2019",26.1,"0.7138","0.2862","","2/11/2020",4,0.2979,923.3249,23.4465,6.710018092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"148","LL-6-2019","LL6-2019","LL-6-19","LL6","8/24/2019","9/4/2019",61.37920879,-143.30712995,"LL",1.534,42.6,43.2,2.9,3.5,10.8,9.7,6.1,25.8,"F",0.112,"N/A",25,2.1693,23,2.1491,27,2.2968,4,4.2,4.4,1.37,"2-F3","N","Y",5,"Y","Y",0.05,2.1,1.8,1.3,1.3,1.4,0.9,0.8,0.8,"FM IN FIELD RIGHT SIDE 1.7, 1.4, 0.9, 1.0","12/31/2019",63.1,"1/20/2020",19.2,"0.6957","0.3043","","2/11/2020",2,0.2411,923.1981,24.1516,7.348822821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"149","LL-7-2019","LL7-2019","LL-7-19","LL7","8/24/2019","9/4/2019",61.37920879,-143.30712995,"LL",1.72,42.4,44.7,3.2,3.6,11,11.3,6.4,28.6,"F",0.158,"N/A",29,2.5475,18,2.2222,31,2.9073,4.4,4.2,4.2,1.482,"2-F5","N","Y",5,"Y","Y",0.076,1.7,1.2,1.1,0.9,0.9,0.7,0.9,0.7,"FM IN FIELD 0.8, 0.9, 0.8, 0.7","12/31/2019",157.1,"1/20/2020",41,"0.7390","0.2610","","2/11/2020",4,0.2477,923.3249,23.935,6.246562699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"150","LL-8-2019","LL8-2019","LL-8-19","LL8","8/24/2019","9/4/2019",61.37920879,-143.30712995,"LL",1.632,43.5,44,3.9,4.3,10.9,10.5,6.2,26.7,"F",0.178,"N/A",28,2.964,31,2.9445,30,2.3721,4.5,4.5,4.6,1.392,"2-F2","N","Y",5,"Y","Y",0.096,0.9,0.8,0.7,0.7,0.6,0.7,0.6,0.7,"FIRST TWO FECUNDITY SAMPLES HAD LOTS OF SKEIN ATTACHED. FM IN FIELD 0.8, 0.6, 0.6, 0.6","12/31/2019",58.8,"1/20/2020",15.5,"0.7364","0.2636","","2/11/2020",2,0.2955,923.1981,22.8806,6.03145068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"151","LL-9-2019","LL9-2019","LL-9-19","LL9","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",1.708,41.7,44.2,3.7,3.7,11,10.8,6.8,27.7,"F",0.14,"N/A",20,2.084,46,3.0428,19,1.418,4.3,4.1,4.2,1.508,"2-C11","N","Y",5,"Y","Y",0.07,0.9,1.1,1,0.9,0.8,0.7,1.2,0.9,"FM IN FIELD 0.8, 0.8, 0.7, 0.6","12/31/2019",76.3,"1/20/2020",20.5,"0.7313","0.2687","","2/11/2020",4,0.3102,923.3249,23.2413,6.244385976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"152","LL-10-2019","LL10-2019","LL-10-19","LL10","8/24/2019","9/3/2019",61.37920879,-143.30712995,"LL",2.07,46.4,47.3,3.7,4.2,11.4,11.3,7.2,29.3,"F",0.154,"N/A",27,2.2199,23,2.1332,29,2.4411,4.2,4.6,4.3,1.818,"2-E1","N","Y",5,"Y","Y",0.066,1.7,1.6,1.7,1.3,1.4,1,1.4,0.8,"PUNCTURE WOULD ON VENTRAL SURFACE. FM IN FIELD 1.4, 1.3, 1.1, 0.8","12/31/2019",62.3,"1/20/2020",19.3,"0.6902","0.3098","","2/11/2020",2,0.3571,923.1981,24.4298,7.568140289,4,0.301,923.3249,25.444,7.882330658,4,0.3863,923.3249,25.2729,7.829325361,NA,NA,NA,NA,NA,""
"153","MA-1-2019","MA1-2019","MA-1-19","MA1","8/20/2019","9/4/2019",61.73588,-145.72941806,"MA",1.644,43.6,45.5,3.8,4.1,12,12.2,7.6,28.6,"F",0.266,"N/A",15,2.4816,20,4.2945,27,4.5288,6.1,6.1,5.9,1.274,"2-E9","N","Y",5,"Y","Y",0.108,0.6,0.6,0.5,0.5,0.5,0.5,0.6,0.6,"","12/31/2019",89,"1/20/2020",19,"0.7865","0.2135","","2/11/2020",4,0.4094,923.3249,19.4626,4.154937079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"154","MA-2-2019","MA2-2019","MA-2-19","MA2","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",1.482,42.6,44.1,4.4,4.3,13,12.5,4.5,27.6,"M",0.03,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.344,"2-D1","N","Y",5,"Y","Y",0.014,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.5,"POSSIBLY A PARTIAL SPAWNER","12/31/2019",94.1,"1/20/2020",16.8,"0.8215","0.1785","","2/11/2020",2,0.257,923.1981,19.23,3.433198725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"155","MA-3-2019","MA3-2019","MA-3-19","MA3","8/20/2019","9/4/2019",61.73588,-145.72941806,"MA",1.268,43.7,NA,3.7,NA,10,NA,5.1,NA,"F",NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.192,"2-E11","N","Y",5,"Y","N",NA,0.4,0.5,0.5,0.5,0.7,0.7,0.5,0.6,"SPAWNED OUT, NO EGGS. FORGOT TO MEASURE WITH TAPE PRIOR TO CUTTING. ","12/31/2019",95.6,"1/20/2020",18.4,"0.8075","0.1925","","2/11/2020",4,0.3028,923.3249,19.9359,3.837035146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"156","MA-4-2019","MA4-2019","MA-4-19","MA4","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",2.414,46.9,48.4,8.3,9.3,14.3,14.7,6.5,33.1,"M",0.05,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.272,"2-D9","N","Y",5,"Y","Y",0.024,0.5,0.5,0.6,0.4,0.6,0.4,0.5,0.4,"","12/31/2019",105.6,"1/20/2020",22.1,"0.7907","0.2093","","2/11/2020",2,0.3479,923.1981,21.3625,4.470750473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"157","MA-5-2019","MA5-2019","MA-5-19","MA5","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",1.692,41.1,43.4,3.8,3.9,11.8,11.4,7.4,27.4,"F",0.388,"N/A",24,2.9165,29,3.4189,27,3.0407,5.8,5.6,5.4,1.256,"2-D2","N","Y",5,"Y","Y",0.178,0.5,0.6,0.6,0.7,0.6,0.5,0.5,0.6,"","12/31/2019",105.6,"1/20/2020",23.2,"0.7803","0.2197","","2/11/2020",4,0.3712,923.3249,21.3028,4.680160606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"158","MA-6-2019","MA6-2019","MA-6-19","MA6","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",1.602,43.8,43.7,5.1,5.7,12.3,12.6,5.2,26.3,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.488,"2-E2","N","Y",5,"Y","Y",0.014,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.6,"","2/5/2020",114.3,"2/11/2020",22.1,"0.8066","0.1934","","2/14/2020",2,0.2543,923.1981,19.4865,3.767730971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"159","MA-7-2019","MA7-2019","MA-7-19","MA7","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",2.32,48.8,50.1,5.4,6.7,15,15.8,6.9,35.4,"M",0.036,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.118,"2-D8","N","Y",5,"Y","Y",0.016,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.4,"","2/5/2020",84.2,"2/11/2020",16.5,"0.8040","0.1960","","2/14/2020",4,0.2717,923.3249,19.0055,3.724355701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"160","MA-8-2019","MA8-2019","MA-8-19","MA8","8/20/2019","9/4/2019",61.73588,-145.72941806,"MA",2.14,46.3,47.2,7.8,7.6,14.4,14.6,6.5,34,"M",0.032,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.012,"2-E10","N","Y",5,"Y","Y",0.012,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,"","2/5/2020",80.9,"2/11/2020",16.2,"0.7998","0.2002","","2/14/2020",2,0.3651,923.1981,19.7064,3.946151792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"161","MA-9-2019","MA9-2019","MA-9-19","MA9","8/20/2019","9/3/2019",61.73588,-145.72941806,"MA",1.02,41.9,42.3,3.3,3.8,8.3,8.7,4.4,20.4,"F",NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954,"2-D7","N","Y",NA,"Y","N",NA,0.7,0.7,0.4,0.6,0.5,0.8,0.6,0.8,"POST SPAWNER, NO EGGS","2/5/2020",106.5,"2/11/2020",19.8,"0.8141","0.1859","","2/14/2020",4,0.2813,923.3249,18.7054,3.477623662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"162","MA-10-2019","MA10-2019","MA-10-19","MA10","8/20/2019","9/4/2019",61.73588,-145.72941806,"MA",1.452,43.5,43.4,4.6,4.6,10.7,10.8,4.9,26.1,"F",NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.368,"2-F1","N","Y",5,"Y","N",NA,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"SPAWNED OUT NO EGGS","2/5/2020",144.4,"2/11/2020",27.5,"0.8096","0.1904","","2/14/2020",2,0.4205,923.1981,19.5387,3.721012812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"163","TN-1-2019","TNL1-2019","N/A","N/A","9/10/2019","",62.45133,-143.382153,"TN",1.502,NA,NA,NA,NA,NA,NA,NA,NA,"F",NA,"N/A",87,6.2576,NA,NA,NA,NA,5.1,NA,NA,1.352,"2-G3","N","Y",5,"Y","N",NA,0.7,0.6,0.5,0.4,0.5,0.5,0.5,0.5,"SKEIN LOOSE, EGGS THRIUGHOUT ABDOMEN, UNABLE TO COLLECT SUBSETS","2/5/2020",133.3,"2/11/2020",34.1,"0.7442","0.2558","","2/14/2020",4,0.461,923.3249,23.0119,5.886765116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"164","TN-2-2019","TNL2-2019","TN-2-19","TNL2","9/10/2019","",62.45133,-143.382153,"TN",2.022,46.7,47.6,4.3,5.5,12,13,6,28.2,"F",0.262,"N/A",38,3.889,45,3.6776,57,6.358,4.9,4.5,4.6,1.668,"N/A","N","Y",NA,"Y","Y",0.132,0.8,0.8,0.6,0.7,0.7,0.6,0.6,0.7,"","2/5/2020",99.4,"2/11/2020",27.8,"0.7203","0.2797","","2/14/2020",2,0.3062,923.1981,24.2556,6.783759356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"165","TN-3-2019","TNL3-2019","TN-3-19","TNL3","9/10/2019","9/20/2019",62.45133,-143.382153,"TN",1.956,45.08,46.08,4.09,4.05,11.05,13.05,6.01,28,"F",0.296,"N/A",34,5.41,37,6.597,55,8.8,4.5,4.3,4.6,1.586,"2-F12","N","Y",6,"Y","Y",0.166,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.6,"","2/5/2020",105.8,"2/11/2020",25.9,"0.7552","0.2448","","2/14/2020",4,0.3028,923.3249,22.389,5.480861059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"166","TN-4-2019","TNL4-2019","N/A","N/A","9/10/2019","",62.45133,-143.382153,"TN",1.86,45.9,48,4.5,5.5,11.8,14.5,5.8,30.8,"F",0.262,"N/A",48,7.8909,50,5.1387,83,4.1888,5.2,4.8,4.9,1.532,"2-G4","N","Y",5,"Y","Y",0.136,0.7,0.6,0.5,0.7,0.6,0.6,0.6,0.5,"","2/5/2020",140.2,"2/11/2020",33.9,"0.7582","0.2418","","2/14/2020",2,0.3141,923.1981,21.1332,5.109953495,4,0.2891,923.3249,22.3733,5.409806491,4,0.3106,923.3249,22.3789,5.411160556,NA,NA,NA,NA,NA,""
"167","TN-5-2019","TNL5-2019","TN-5-19","TNL5","","",62.45133,-143.382153,"TN",2.176,47.08,48.02,5.09,6.03,14.02,15.07,6.04,31.05,"F",NA,"N/A",53,5.135,NA,NA,NA,NA,4.5,NA,NA,1.816,"2-G1","N","Y",5,"Y","N",NA,0.8,0.7,0.6,0.6,0.6,0.6,0.8,0.7,"LOOSE EGGS IN SKEIN, COULDN'T TAKE SUB SAMPLES","2/5/2020",92.6,"2/11/2020",20.4,"0.7797","0.2203","","2/14/2020",4,0.335,923.3249,20.9433,4.613858747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"168","TN-6-2019","TNL6-2019","TN-6-19","TNL6","9/10/2019","9/19/2019",62.45133,-143.382153,"TN",3.54,50.02,50.09,9.09,10.02,18.04,20.06,5.05,42.03,"M",0.06,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,"2-F6","N","Y",5,"Y","Y",0.03,0.5,0.5,0.4,0.5,0.4,0.5,0.4,0.5,"","2/5/2020",122.2,"2/11/2020",24.4,"0.8003","0.1997","","2/14/2020",2,0.2394,923.1981,21.7521,4.343299836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"169","TN-7-2019","TNL7-2019","TN-7-19","TNL7","9/10/2019","9/10/2019",62.45133,-143.382153,"TN",2.002,46.04,46.07,7.02,7.02,14.06,16.05,4.07,31.06,"M",0.022,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.876,"2-F7","N","Y",5,"Y","Y",0.01,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,"","2/5/2020",127.6,"2/11/2020",23.7,"0.8143","0.1857","","2/14/2020",4,0.4144,923.3249,19.3748,3.598610972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"170","TN-8-2019","TNL8-2019","TN-8-19","TNL8","9/10/2019","9/19/2019",62.45133,-143.382153,"TN",2.946,50.05,50.08,8.04,8.03,16.01,18.02,5.07,38,"M",0.076,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.714,"2-F9","N","Y",5,"Y","Y",0.038,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,"","2/5/2020",124.7,"2/11/2020",24.8,"0.8011","0.1989","","2/14/2020",2,0.3603,923.1981,20.5642,4.089752686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"171","TN-9-2019","TNL9-2019","TN-9-19","TNL9","9/10/2019","9/19/2019",62.45133,-143.382153,"TN",2.004,46.07,48.01,6.09,6.07,12.01,14.09,5.03,29.08,"M",0.03,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.898,"2-F10","N","Y",NA,"Y","Y",0.016,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,"","2/5/2020",151.1,"2/11/2020",31.1,"0.7942","0.2058","","2/14/2020",4,0.4018,923.3249,20.415,4.201896095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"172","TN-10-2019","TNL10-2019","TN-10-19","TNL10","9/10/2019","9/19/2019",62.45133,-143.382153,"TN",2.488,47.02,47,8.03,8.01,16.04,18,5.09,36.06,"M",0.04,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-F8","N","Y",5,"Y","Y",0.016,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.5,"","2/5/2020",170.5,"2/11/2020",33.4,"0.8041","0.1959","","2/14/2020",2,0.3191,923.1981,21.0252,4.118719531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
