"","Fish_ID_Revised","Fish_ID","GillClip_ID_Revised","GillClip_ID","Collection_Date","RunTimingGroup","Collection_Location","Processing_Date","Col_Location_Lat","Col_Location_Long","Fish_Wt","Fish_Leng_1","Fish_Leng_1_tape","Fish_Leng_2","Fish_Leng_2_tape","Fish_Ht","Fish_Ht_tape","Fish_Wdth","Fish_Grth","Sex","Gonad_Wt","DWP.","Fem_Fecun_1_num","Fem_Fecun_1_wt","Fem_Fecun_2_num","Fem_Fecun_2_wt","Fem_Fecun_3_num","Fem_Fecun_3_wt","Fem_Egg_Sz_1","Fem_Egg_Sz_2","Fem_Egg_Sz_3","Carcass.guts_Wt","Oto_Well_ID","Strontium_marked_Y.N","Scales_Y.N","Scales_num","Fish_Ground_Y.N","Gonad_Saved_Y.N","Gonad_Saved_wt","Fat_Meter_1._L","Fat_Meter_1._R","Fat_Meter_2._L","Fat_Meter_2._R","Fat_Meter_3._L","Fat_Meter_3._R","Fat_Meter_4._L","Fat_Meter_4._R","Dissect_Comments","SpawnStatus","Date_LabDryStart","Fish.BagWt_g","Date_LabDryFinal","DryFish.BagWt_g","Pwater","Pdry","Dry_Comments","Date_BCProcess","Bomb_ID_1","Bomb_PelletWt_g_1","EE_Value_1","EnergyDensity_mJ.kg_1","EnergyPDry_1","Bomb_ID_2","Bomb_PelletWt_g_2","EE_value_2","EnergyDensity_mJ.kg_2","EnergyPDry_2","Bomb_ID_3","Bomb_PelletWt_g_3","EE_value_3","EnergyDensity_mJ.kg_3","EnergyPDry_3","Bomb_ID_4","Bomb_PelletWt_g_4","EE_value_4","EnergyDensity_mJ.kg_4","EnergyPDry_4","BC_comments","Collection_RiverMile_m","Elevation_m","Year"
"205","SA-5-2021","SA-5-2021","SA-5-21","SA-5",2021-07-18,NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.758,48.7,NA,8.2,NA,17.5,NA,6.4,38.2,"M",0.048,"1-F7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-D11","N","Y","5","Y","Y",0.026,0.5,0.4,0.6,0.4,0.5,0.5,0.5,0.5,"",0,"10/6/21",112,"10/11/21",24.4,"0.7821","0.2179",NA,"10/13/21",4,0.322,955.8343,21.1558,4.608942143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"206","SA-6-2021","SA-6-2021","SA-6-21","SA-6",2021-07-18,NA,"St Anne","7/23/21",61.73953006,-145.9685194,3.068,49.1,NA,7.3,NA,17.6,NA,6.7,39.5,"M",0.05,"1-F6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.894,"1-D10","N","Y","5","Y","Y",0.022,0.6,0.5,0.4,0.5,0.5,0.5,0.5,0.5,"",0,"10/6/21",116.9,"10/11/21",26.2,"0.7759","0.2241",NA,"10/13/21",2,0.2818,923.3249,21.6628,4.855135672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"207","SA-7-2021","SA-7-2021","SA-7-21","SA-7",2021-07-18,NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.782,44.8,NA,3.8,NA,12.4,NA,6.2,30.1,"F",0.346,"3-A3",10,1.2252,NA,NA,NA,NA,5.8,NA,NA,1.382,"2-A3","N","Y","5","Y","Y",0.126,0.4,0.6,0.4,0.4,0.4,0.5,0.6,1,"",0,"10/6/21",93.7,"10/11/21",21.9,"0.7663","0.2337",NA,"10/13/21",4,0.3286,955.8343,21.604,5.049387407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"208","SA-8-2021","SA-8-2021","SA-8-21","SA-8",2021-07-18,NA,"St Anne","7/24/21",61.73953006,-145.9685194,1.89,46.2,NA,4,NA,13.1,NA,5.9,30.6,"F",0.352,"3-A2",10,0.996,NA,NA,NA,NA,6,NA,NA,1.554,"2-A2","N","Y","5","Y","Y",0.036,0.8,0.5,0.4,0.4,0.4,0.6,0.5,0.7,"",0,"10/6/21",78.2,"10/11/21",18.6,"0.7621","0.2379",NA,"10/13/21",2,0.36,923.3249,21.2416,5.052349872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"209","SA-9-2021","SA-9-2021","SA-9-21","SA-9",2021-07-18,NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.686,46.2,NA,8.3,NA,16.8,NA,6.4,36.6,"M",0.05,"2-A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.498,"1-E2","N","Y","5","Y","Y",0.022,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,"",0,"10/6/21",120.9,"10/11/21",24.3,"0.799","0.201",NA,"10/13/21",4,0.3059,955.8343,23.8329,4.790235484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"210","SA-10-2021","SA-10-2021","SA-10-21","SA-10",2021-07-18,NA,"St Anne","7/23/21",61.73953006,-145.9685194,2.842,49.5,NA,7,NA,17,NA,6.3,38.7,"M",0.052,"2-A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,"1-E1","N","Y","5","Y","Y",0.022,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.4,"",0,"10/6/21",114.1,"10/11/21",23.8,"0.7914","0.2086",NA,"10/13/21",2,0.2655,923.3249,22.9338,4.783737423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"211","SA-11-2021","SA-11-2021","SA-11-21","SA-11",2021-08-10,NA,"St Anne","9/4/21",61.73953006,-145.9685194,0.978,39.5,NA,3.3,NA,9.5,NA,4.5,32.4,"F",0,"4-A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924,"2-E3","N","Y","5","Y","N",NA,0.4,0.4,0.5,0.4,0.5,0.4,0.7,0.9,"spawned out completely",2,"10/7/21",58.2,"10/10/21",12.9,"0.7784","0.2216",NA,"10/13/21",4,0.2698,955.8343,20.0721,4.448970619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"212","SA-12-2021","SA-12-2021","SA-12-21","SA-12",2021-08-10,NA,"St Anne","9/4/21",61.73953006,-145.9685194,0.928,39.6,NA,3.4,NA,9.8,NA,4,22.5,"F",NA,"4-A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876,"2-E4","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/11/21",43.8,"10/14/21",9.7,"0.7785","0.2215",NA,"10/14/21",4,0.2145,923.3249,15.2788,3.383661187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"213","SA-13-2021","SA-13-2021","SA-13-21","SA-13",2021-08-10,NA,"St Anne","9/5/21",61.73953006,-145.9685194,0.982,40.6,NA,3.9,NA,9.7,NA,4.6,22.3,"F",0,"4-C3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,"2-F7","N","Y","5","Y","N",NA,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,"spawned out",2,"10/7/21",78.9,"10/10/21",18.8,"0.7617","0.2383",NA,"10/13/21",2,0.32,923.3249,18.0336,4.296979468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"214","SA-14-2021","SA-14-2021","SA-14-21","SA-14",2021-08-10,NA,"St Anne","9/3/21",61.73953006,-145.9685194,1.218,43.5,NA,5,NA,10.5,NA,4.8,24.1,"F",0,"3-D2",5,0.89,NA,NA,NA,NA,6.95,NA,NA,1.132,"2-C2","N","Y","5","Y","N",NA,0.6,0.7,0.5,0.8,0.4,0.5,0.9,0.7,"spawned out",2,"10/7/21",66.3,"10/10/21",15.6,"0.7647","0.2353",NA,"10/13/21",4,0.3028,955.8343,16.8897,3.974047059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"215","SA-15-2021","SA-15-2021","SA-15-21","SA-15",2021-08-10,NA,"St Anne","9/5/21",61.73953006,-145.9685194,1.166,42,NA,4.3,NA,10,NA,5.1,23.8,"F",NA,"4-B7",10,0.7787,NA,NA,NA,NA,4.9,NA,NA,1.026,"2-F3","N","Y","5","Y","N",NA,0.4,0.8,0.8,0.6,0.5,0.4,0.8,0.5,"Partial Spawned",1,"10/11/21",107.9,"10/15/21",20.5,"0.81","0.19",NA,"10/15/21",4,0.3435,923.3249,19.1818,3.644364226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"216","SA-16-2021","SA-16-2021","SA-16-21","SA-16",2021-08-10,NA,"St Anne","9/4/21",61.73953006,-145.9685194,2.04,47,NA,7.5,NA,14.4,NA,5.7,31.6,"M",0.012,"3-F3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97,"2-D7","N","Y","5","Y","Y",0.06,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"",0,"10/11/21",71.3,"10/14/21",15.2,"0.7868","0.2132",NA,"10/14/21",2,0.394,955.8343,19.9601,4.255168583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"217","SA-17-2021","SA-17-2021","SA-17-21","SA-17",2021-08-10,NA,"St Anne","9/4/21",61.73953006,-145.9685194,2.18,46.9,NA,7.4,NA,6.1,NA,5.2,35.4,"M",0.02,"3-E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,"2-D4","N","Y","5","Y","Y",0.01,0.7,0.4,0.7,0.3,0.4,0.4,0.4,0.4,"",0,"10/15/21",88.6,"10/19/21",17.2,"0.8059","0.1941",NA,"10/19/21",2,0.4459,955.8343,19.44,3.773905192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"218","SA-18-2021","SA-18-2021","SA-18-21","SA-18",2021-08-10,NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.25,49,NA,8.2,NA,14.2,NA,6.3,31.9,"M",0.042,"3-D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108,"2-C8","N","Y","5","Y","Y",0.02,0.6,0.5,0.3,0.3,0.3,0.4,0.6,0.5,"",0,"10/11/21",97.8,"10/15/21",17.5,"0.8211","0.1789",NA,"10/15/21",2,0.379,955.8343,18.9866,3.397397751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"219","SA-19-2021","SA-19-2021","SA-19-21","SA-19",2021-08-10,NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.734,49.5,NA,8,NA,16.5,NA,5.9,36.8,"M",0.046,"3-D7",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.584,"2-C7","N","Y","5","Y","Y",0.028,0.7,0.4,0.7,0.6,0.9,0.7,0.8,0.8,"",0,"10/11/21",112.4,"10/15/21",21.2,"0.8114","0.1886",NA,"10/15/21",4,0.3765,923.3249,20.5598,3.877827046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"220","SA-20-2021","SA-20-2021","SA-20-21","SA-20",2021-08-10,NA,"St Anne","9/3/21",61.73953006,-145.9685194,2.022,45.8,NA,7.6,NA,13.5,NA,5.9,30.7,"M",0.046,"3-D6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.908,"2-C6","N","Y","5","Y","Y",0.024,0.7,0.5,0.5,0.9,0.6,0.8,0.5,0.7,"",0,"10/11/21",103.2,"10/15/21",17.1,"0.8343","0.1657",NA,"10/15/21",2,0.3518,955.8343,21.2191,3.515955523,4,0.2837,923.3249,20.0082,3.315312209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319020.5225,538,2021
"221","LL-1-2021","LL-1-2021","LL-1-21","LL-L-1",2021-08-22,NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.82,45.1,NA,5,NA,10.6,NA,6.1,26,"M",0.054,"3-E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.694,"2-C11","N","Y","5","Y","Y",0.028,0.8,0.8,1,1,0.6,0.7,0.6,1.3,"",0,"10/11/21",73,"10/15/21",20.9,"0.7137","0.2863",NA,"10/15/21",2,0.357,955.8343,24.2812,6.951740822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"222","LL-2-2021","LL-2-2021","LL-2-21","LL-L-2",2021-08-22,NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.454,42.8,NA,3.3,NA,10,NA,6.5,25.6,"F",0.112,"4-A7",9,0.38,NA,NA,NA,NA,3.4,NA,NA,1.308,"2-E7","N","Y","5","Y","Y",0.052,0.8,0.9,0.7,0.8,0.7,0.9,0.8,0.8,"",0,"10/11/21",80.6,"10/15/21",25.3,"0.6861","0.3139",NA,"10/15/21",4,0.4327,923.3249,24.2873,7.623681017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"223","LL-3-2021","LL-3-2021","LL-3-21","LL-L-3",2021-08-22,NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.868,45.4,NA,5.4,NA,10.6,NA,6.2,27.4,"M",0.046,"3-F1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.748,"2-C9","N","Y","5","Y","Y",0.026,0.7,0.8,1.3,0.7,1.3,0.8,1,1.2,"",0,"10/11/21",111.1,"10/15/21",31.3,"0.7183","0.2817",NA,"10/15/21",2,0.3299,955.8343,24.6665,6.949247975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"224","LL-4-2021","LL-4-2021","LL-4-21","LL-L-4",2021-08-22,NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.878,44.8,NA,5.8,NA,11.3,NA,6.4,28.5,"M",0.062,"3-E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.758,"2-C10","N","Y","5","Y","Y",0.032,0.8,0.7,0.7,0.6,0.7,1.1,1.1,1.2,"",0,"10/11/21",107.5,"10/15/21",28.9,"0.7312","0.2688",NA,"10/15/21",4,0.4045,923.3249,23.9016,6.425639442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"225","LL-5-2021","LL-5-2021","LL-5-21","LL-L-5",2021-08-22,NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.618,44,NA,3.8,NA,10.3,NA,6.4,26.3,"F",0.16,"4-B5",10,0.4436,NA,NA,NA,NA,3.4,NA,NA,1.41,"2-F1","N","Y","5","Y","Y",0.08,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.8,"",0,"10/11/21",69.3,"10/15/21",20.2,"0.7085","0.2915",NA,"10/15/21",2,0.3738,955.8343,23.8339,6.947255123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"226","LL-6-2021","LL-6-2021","LL-6-21","LL-L-6",2021-08-26,NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.606,43,NA,3.5,NA,10.8,NA,6.3,27.3,"F",0.144,"4-B1",10,0.5408,NA,NA,NA,NA,3.6,NA,NA,1.402,"2-E9","N","Y","5","Y","Y",0.066,0.9,1.3,1,0.8,0.6,1,0.6,1.6,"",0,"10/11/21",98.7,"10/15/21",29.8,"0.6981","0.3019",NA,"10/15/21",4,0.3255,923.3249,22.8076,6.886185208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"227","LL-7-2021","LL-7-2021","LL-7-21","LL-L-7",2021-08-26,NA,"Long Lake","9/5/21",61.37920879,-143.30713,1.886,47.2,NA,5,NA,11.2,NA,6.3,27.3,"F",0.152,"4-D6",6,0.692,NA,NA,NA,NA,4.59,NA,NA,1.682,"2-G6","N","Y","5","Y","Y",0.082,1.7,1.4,1.5,1,1.2,0.9,1.4,1.4,"",0,"10/15/21",81.3,"10/19/21",22.3,"0.7257","0.2743",NA,"10/19/21",4,0.3398,923.3249,23.6049,6.474652768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"228","LL-8-2021","LL-8-2021","LL-8-21","LL-L-8",2021-08-26,NA,"Long Lake","9/3/21",61.37920879,-143.30713,1.756,45.3,NA,5.9,NA,11.2,NA,6.4,27.4,"M",0.05,"3-D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.654,"2-C1","N","Y","5","Y","Y",0.026,0.7,1.1,0.6,1,0.6,1,0.6,1.1,"",0,"10/15/21",116.8,"10/20/21",29.3,"0.7491","0.2509",NA,"10/20/21",4,0.467,923.3249,21.9218,5.499218664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"229","LL-9-2021","LL-9-2021","LL-9-21","LL-L-9",2021-08-26,NA,"Long Lake","9/5/21",61.37920879,-143.30713,1.378,41.5,NA,4.2,NA,10.5,NA,6,26,"F",0.1,"4-C1",5,0.2126,NA,NA,NA,NA,3.7,NA,NA,1.23,"2-F5","N","Y","5","Y","Y",0.048,1.2,1.8,1,1.2,0.9,1,0.8,1.1,"",0,"10/15/21",101.8,"10/19/21",28.1,"0.724","0.276",NA,"10/19/21",2,0.3169,955.8343,24.8353,6.855323477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"230","LL-10-2021","LL-10-2021","LL-10-21","LL-L-10",2021-08-26,NA,"Long Lake","9/4/21",61.37920879,-143.30713,1.682,44.1,NA,5,NA,11.1,NA,6.4,27.4,"M",0.048,"3-F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.592,"2-D9","N","Y","5","Y","Y",0.022,0.6,0.7,0.7,0.6,0.6,0.7,0.7,1.2,"",0,"10/15/21",69.1,"10/19/21",19.3,"0.7207","0.2793",NA,"10/19/21",4,0.2696,923.3249,23.0268,6.431508538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"231","LL-11-2021","LL-11-2021","LL-11-21","LL-L-11",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.954,NA,43,NA,2.9,NA,5.7,NA,34.4,"M",0.03,"4-E4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826,"2-G12","N","Y",NA,"Y","Y",NA,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.6,"Maybe partial spawn",1,"10/15/21",147.4,"10/20/21",30.2,"0.7951","0.2049",NA,"10/20/21",2,0.4417,955.8343,19.8775,4.07259498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"232","LL-12-2021","LL-12-2021","LL-12-21","LL-L-12",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.22,NA,45.2,NA,7.2,NA,15,NA,36,"M",0.024,"4-E6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.078,"2-H2","N","Y",NA,"Y","Y",NA,0.4,0.4,0.6,0.4,0.4,0.4,0.6,0.4,"Partial Spawned",1,"10/15/21",176.3,"10/20/21",31.4,"0.8219","0.1781",NA,"10/20/21",4,0.3855,923.3249,19.3267,3.442191605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"233","LL-13-2021","LL-13-2021","LL-13-21","LL-L-13",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.942,NA,40.8,NA,3,NA,15.5,NA,35.2,"M",0.026,"4-E5",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,"2-H1 (1 missing)","N","Y",NA,"Y","Y",NA,0.5,0.5,0.7,0.4,0.5,0.4,0.6,0.4,"probably partial spawn",1,"10/15/21",129.5,"10/20/21",24.8,"0.8085","0.1915",NA,"10/20/21",2,0.3071,955.8343,20.8236,3.98784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"234","LL-14-2021","LL-14-2021","LL-14-21","LL-L-14",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.348,NA,40.7,NA,4.8,NA,10.6,NA,26.2,"F",0.052,"4-E7",10,0.7305,NA,NA,NA,NA,5.3,NA,NA,1.246,"2-H3","N","Y",NA,"Y","Y",NA,0.4,0.5,0.4,0.5,0.4,0.4,5,0.4,"Eggs with worms",3,"10/15/21",159.1,"10/20/21",30.9,"0.8058","0.1942",NA,"10/20/21",4,0.2792,923.3249,20.4174,3.965415839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"235","LL-15-2021","LL-15-2021","LL-15-21","LL-L-15",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.48,NA,41.5,NA,4.3,NA,11.9,NA,28,"F",0.208,"4-F2",10,0.8253,NA,NA,NA,NA,5,NA,NA,1.23,"2-H6","N","Y",NA,"Y","Y",NA,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,"probably prespawn, eggs loose",0,"10/15/21",146.3,"10/20/21",30.8,"0.7895","0.2105",NA,"10/20/21",2,0.3392,955.8343,21.655,4.558947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"236","LL-16-2021","LL-16-2021","LL-16-21","LL-L-16",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.516,NA,42.7,NA,4.5,NA,12.5,NA,27.4,"F",0.108,"4-F3",10,0.7907,NA,NA,NA,NA,4.8,NA,NA,1.366,"2-H7","N","Y",NA,"Y","Y",NA,0.6,0.4,0.4,0.4,0.5,0.4,0.5,0.4,"loose eggs maybe partial spawn",1,"10/15/21",194.1,"10/20/21",40.1,"0.7934","0.2066",NA,"10/20/21",4,0.409,923.3249,19.814,4.093464194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"237","LL-17-2021","LL-17-2021","LL-17-21","LL-L-17",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.686,NA,41.6,NA,4.7,NA,12.8,NA,30.2,"F",0.228,"4-E8",10,0.7326,NA,NA,NA,NA,5.1,NA,NA,1.414,"2-H4","N","Y",NA,"Y","Y",NA,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,"maybe prespawn, but most eggs loose",0,"10/15/21",188.2,"10/20/21",36.7,"0.805","0.195",NA,"10/20/21",2,0.4124,955.8343,22.4969,4.387015037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"238","LL-18-2021","LL-18-2021","LL-18-21","LL-L-18",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,1.95,NA,45,NA,5,NA,13.8,NA,31.5,"F",0.302,"4-F1",10,1.036,NA,NA,NA,NA,5.2,NA,NA,1.616,"2-H5","N","Y",NA,"Y","Y",NA,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.5,"prespawn but loose eggs, eggs wth worms",0,"10/15/21",177.8,"10/20/21",37.3,"0.7902","0.2098",NA,"10/20/21",4,0.3826,923.3249,21.0635,4.41883324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"239","LL-19-2021","LL-19-2021","LL-19-21","LL-L-19",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.012,NA,42.2,NA,7.7,NA,14.7,NA,33.5,"M",0.044,"4-E2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.856,"2-G10","N","Y",NA,"Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,"picking up where cormac/phil left off in oto tray, no fat measurements, maybe partial spawn",1,"10/15/21",122.2,"10/20/21",24.4,"0.8003","0.1997",NA,"10/21/21",2,0.4053,955.8343,22.1093,4.414622913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"240","LL-20-2021","LL-20-2021","LL-20-21","LL-L-20",2021-09-23,NA,"Long Lake","9/24/21",61.37920879,-143.30713,2.086,NA,45.1,NA,8,NA,14.3,NA,33.8,"M",0.032,"4-E3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,"2-G11","N","Y",NA,"Y","Y",NA,0.7,0.4,0.4,0.5,0.5,0.4,0.4,0.5,"maybe partal spawn",1,"10/15/21",122.2,"10/20/21",24.6,"0.7987","0.2013",NA,"10/21/21",4,0.4025,923.3249,19.9437,4.014852864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258602.208,463,2021
"241","GH-1-2021","GH-1-2021","GH-1-21","GH-1",2021-08-31,NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.956,47.1,NA,8.2,NA,12.6,NA,6.6,29.4,"M",0.058,"3-D3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.836,"2-C3","Y","Y","5","Y","Y",0.028,0.6,0.4,0.7,0.5,0.5,0.7,0.9,0.8,"",0,"10/15/21",101.9,"10/20/21",21.7,"0.787","0.213",NA,"10/21/21",2,0.2763,955.8343,22.337,4.756750736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467924.5612,947,2021
"242","GH-2-2021","GH-2-2021","GH-2-21","GH-2-2021",2021-08-31,NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,1.856,45.7,NA,8.3,NA,11.6,NA,5.9,27.8,"M",0.056,"3-D4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,"2-C4","Y","Y","5","Y","Y",0.028,1.1,0.5,1.6,0.5,1.1,0.6,1,0.6,"",0,"10/15/21",119.9,"10/20/21",27,"0.7748","0.2252",NA,"10/21/21",4,0.3732,923.3249,21.8379,4.917625521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467924.5612,947,2021
"243","GH-3-2021","GH-3-2021","GH-3-21","GH-3",2021-08-31,NA,"Gulkana Hatchery","9/3/21",63.06732669,-145.5138318,2.032,46.9,NA,8.9,NA,12.3,NA,6,29.2,"M",0.052,"3-C8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,"2-B12","N","Y","3","Y","Y",0.024,1.1,0.7,0.7,0.6,0.6,0.6,0.7,0.9,"",0,"10/15/21",130.1,"10/20/21",27.6,"0.7879","0.2121",NA,"10/21/21",2,0.3793,955.8343,23.4707,4.979180015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467924.5612,947,2021
